group_column,group_value,n_obs,auroc,log_loss,brier_score,expected_calibration_error,predicted_positive_rate,balanced_accuracy,f1,model_name,feature_set,task,target,dataset_split,evaluation_slice,rmse,mae
distance_bucket,short,2038,0.552919141337681,0.7926832640001056,0.2950372949657564,0.21731812807803344,0.04465161923454367,0.501509064089127,0.08507089241034195,logistic_regression,full,classification,success,test,all,,
field_zone,backed_up,11014,0.5764115095940114,0.7789632104258863,0.28470237513606383,0.19855239532447713,0.018521881242055567,0.5027963896715649,0.041421242637279115,logistic_regression,full,classification,success,test,all,,
field_zone,red_zone,2754,0.5545753970211154,0.7693029290716085,0.2769324029141152,0.18648507116531296,0.012345679012345678,0.5013360049819707,0.0270042194092827,logistic_regression,full,classification,success,test,all,,
field_zone,scoring_range,6348,0.5459752734326572,0.7897645835755723,0.2891845435102905,0.19808335055042786,0.0222117202268431,0.5036271308130112,0.04974489795918367,logistic_regression,full,classification,success,test,all,,
pressure_bucket,standard_rush,20115,0.5655035520891623,0.7810164746620956,0.2850382753236048,0.1965021388357218,0.01884166045239871,0.5029625587469173,0.042366691015339665,logistic_regression,full,classification,success,test,all,,
score_state,leading_big,2264,0.5612922882219904,0.8110760959879589,0.2977352660329401,0.22228106986613444,0.02429328621908127,0.502121393221385,0.050434782608695654,logistic_regression,full,classification,success,test,all,,
score_state,one_score,12762,0.5668976074499247,0.7790950112513491,0.2844542959405162,0.19466201906842265,0.018414041686256072,0.503655424957153,0.04301428336890494,logistic_regression,full,classification,success,test,all,,
score_state,trailing_big,5090,0.5627617975503195,0.7725932864293122,0.2809133423351594,0.1904447745204047,0.017485265225933203,0.5014285839435425,0.03670507895860008,logistic_regression,full,classification,success,test,all,,
qb_location,0,225,0.5741150442477877,0.796381356043755,0.2927594535217822,0.22071517376528935,0.0044444444444444444,0.49557522123893805,0.0,logistic_regression,full,classification,success,test,all,,
qb_location,P,666,0.5305439556970588,0.811729028129792,0.30009644032533633,0.222713927435647,0.03153153153153153,0.492870220883353,0.045714285714285714,logistic_regression,full,classification,success,test,all,,
qb_location,S,16342,0.56540735742917,0.7758067455519201,0.28227227654532244,0.19149308143082647,0.0181128380859136,0.5031490226663488,0.04150249540320462,logistic_regression,full,classification,success,test,all,,
qb_location,U,2883,0.5597520961046286,0.802481952541758,0.29673903224927844,0.2202560019012775,0.02115851543531044,0.5044431835572611,0.0491041804910418,logistic_regression,full,classification,success,test,all,,
starting_hash,0,227,0.575687005123428,0.7947886832063975,0.2918962365434338,0.21906489801376092,0.004405286343612335,0.4956140350877193,0.0,logistic_regression,full,classification,success,test,all,,
starting_hash,L,9159,0.5611704935313812,0.7846622948745829,0.2868479800094936,0.19824344133170158,0.01899770717327219,0.5026162579785264,0.04191343963553531,logistic_regression,full,classification,success,test,all,,
starting_hash,M,2114,0.5525793247309145,0.7733170733891412,0.2814941642269114,0.18552960543350078,0.017029328287606435,0.5045578900846233,0.042467138523761376,logistic_regression,full,classification,success,test,all,,
starting_hash,R,8616,0.5723157137565947,0.7787436582918816,0.28383792035740507,0.1969923499795072,0.019498607242339833,0.5031605638457198,0.04399902224395014,logistic_regression,full,classification,success,test,all,,
box_bucket,light_box,5752,0.5711995076564843,0.7583019629382333,0.2740284747383635,0.1799722856348642,0.01582058414464534,0.49996152024627044,0.030433086227077643,logistic_regression,full,classification,success,test,all,,
box_bucket,loaded_box,509,0.5765405405405405,0.831204070266974,0.3071340571884866,0.24904539930577854,0.019646365422396856,0.5075135135135135,0.05204460966542751,logistic_regression,full,classification,success,test,all,,
box_bucket,standard_box,13855,0.5613478896566537,0.7886503702811293,0.2888187843936051,0.2018699444855941,0.020064958498736917,0.5039287034645518,0.04650473933649289,logistic_regression,full,classification,success,test,all,,
down_bucket,early_down,96,0.5533854166666666,0.733653164561238,0.266660316013768,0.15582251074453074,0.875,0.5208333333333334,0.6515151515151515,logistic_regression,full,classification,success,test,tracking_only,,
distance_bucket,long,92,0.5377313716184148,0.7045823938915791,0.25421401947956496,0.12681262284179243,0.7717391304347826,0.5040341718082582,0.6333333333333333,logistic_regression,full,classification,success,test,tracking_only,,
field_zone,backed_up,84,0.5343165059557572,0.7354300608019093,0.2671956719579188,0.1430866505774132,0.8571428571428571,0.5034032898468519,0.6434782608695652,logistic_regression,full,classification,success,test,tracking_only,,
pressure_bucket,standard_rush,143,0.5643137254901961,0.70911336078148,0.25601521521751497,0.1373312903054539,0.8251748251748252,0.5155882352941177,0.6528497409326425,logistic_regression,full,classification,success,test,tracking_only,,
score_state,one_score,67,0.5915750915750916,0.681961786221391,0.24170732705682824,0.15521912953536757,0.7910447761194029,0.5352564102564102,0.6956521739130435,logistic_regression,full,classification,success,test,tracking_only,,
score_state,trailing_big,55,0.5702917771883289,0.7159709419844076,0.2615071501086137,0.14676764355263594,0.8545454545454545,0.49204244031830235,0.6027397260273972,logistic_regression,full,classification,success,test,tracking_only,,
qb_location,S,115,0.5919050517346317,0.685071690467776,0.2452837959585537,0.12875122046528328,0.782608695652174,0.5258673158855751,0.6578947368421053,logistic_regression,full,classification,success,test,tracking_only,,
starting_hash,L,66,0.581547064305685,0.7489017305779355,0.2742359012424786,0.19781851387518287,0.8484848484848485,0.5121155638397017,0.5882352941176471,logistic_regression,full,classification,success,test,tracking_only,,
starting_hash,R,60,0.5805714285714285,0.6801953867784258,0.24273574093534175,0.12117283978533293,0.85,0.5085714285714286,0.6976744186046512,logistic_regression,full,classification,success,test,tracking_only,,
box_bucket,standard_box,103,0.5846743295019157,0.6793760574259883,0.24258366016462676,0.0940353643273185,0.8155339805825242,0.5335249042145593,0.6901408450704225,logistic_regression,full,classification,success,test,tracking_only,,
down_bucket,early_down,14162,0.5329025938338454,0.8455700938144032,0.3110283973349678,0.2426698065872255,0.009108882926140375,0.5005793924234233,0.019061371841155236,gradient_boosting,full,classification,success,test,all,,
down_bucket,late_down,5954,0.5945463093559004,0.7591098851262718,0.2712150597227463,0.1894590020544287,0.006046355391333557,0.5025915979159019,0.0179959100204499,gradient_boosting,full,classification,success,test,all,,
distance_bucket,long,13759,0.5565443550701814,0.8163206505025864,0.29620006312114555,0.22306428563728153,0.006323133948688131,0.5008406784041178,0.014322916666666666,gradient_boosting,full,classification,success,test,all,,
distance_bucket,medium,4319,0.5376537912225003,0.8219826777368346,0.30168915481822955,0.22795026252660844,0.007640657559620283,0.5006563551265175,0.016401350699469366,gradient_boosting,full,classification,success,test,all,,
distance_bucket,short,2038,0.5334987966305655,0.8404342047256751,0.3146155547121048,0.25199191819329697,0.022080471050049066,0.502506696168627,0.046834345186470075,gradient_boosting,full,classification,success,test,all,,
field_zone,backed_up,11014,0.5697921038878099,0.8276800054238411,0.30246563656736,0.2358259516730417,0.00917014708552751,0.5002939785758943,0.018604651162790697,gradient_boosting,full,classification,success,test,all,,
field_zone,red_zone,2754,0.5531044365663209,0.7712834763818516,0.2780415346990927,0.18726462766515983,0.0039941902687000725,0.5025394934454458,0.013769363166953529,gradient_boosting,full,classification,success,test,all,,
field_zone,scoring_range,6348,0.5448309066656974,0.8277444314662247,0.3028537682628924,0.23003782944337303,0.008349086326402017,0.5022107130534189,0.02099737532808399,gradient_boosting,full,classification,success,test,all,,
pressure_bucket,standard_rush,20115,0.558283939181424,0.81994351210181,0.299228504668091,0.22671364962850116,0.00820283370618941,0.5012519810336972,0.01878535596114847,gradient_boosting,full,classification,success,test,all,,
score_state,leading_big,2264,0.5584693626445739,0.8534438806203304,0.3129065643130307,0.2536560111439438,0.008392226148409895,0.5007167660764577,0.017953321364452424,gradient_boosting,full,classification,success,test,all,,
score_state,one_score,12762,0.55995260664679,0.8093453267231351,0.29611754127641404,0.21940409143470482,0.008149192916470772,0.5013061818423514,0.01879194630872483,gradient_boosting,full,classification,success,test,all,,
score_state,trailing_big,5090,0.5528494711798989,0.8317567621368022,0.30100709337382076,0.23338962513901804,0.008251473477406679,0.5013541198658896,0.01916376306620209,gradient_boosting,full,classification,success,test,all,,
qb_location,0,225,0.606826801517067,0.8429737043800858,0.31273574623699335,0.2640632910546541,0.0,0.5,0.0,gradient_boosting,full,classification,success,test,all,,
qb_location,P,666,0.538359203773687,0.8346519965793415,0.3092210298109651,0.24422962891019737,0.018018018018018018,0.5002164638820994,0.03519061583577713,gradient_boosting,full,classification,success,test,all,,
qb_location,S,16342,0.5586284801974728,0.8141799079291798,0.2960752128896264,0.221834556341435,0.007649002570064864,0.5014878334825815,0.018272202069058177,gradient_boosting,full,classification,success,test,all,,
qb_location,U,2883,0.5384979657365939,0.8476685938450854,0.313850416527001,0.2510679158029328,0.009712105445716268,0.49996968095704225,0.018995929443690638,gradient_boosting,full,classification,success,test,all,,
starting_hash,0,227,0.6134916938363608,0.8420217288951728,0.3124309056227789,0.2650439932597633,0.0,0.5,0.0,gradient_boosting,full,classification,success,test,all,,
starting_hash,L,9159,0.5601219173722753,0.8207698076759684,0.2999760410589317,0.22871569278998097,0.008734578010699857,0.500038460268695,0.01722532588454376,gradient_boosting,full,classification,success,test,all,,
starting_hash,M,2114,0.5355728724649391,0.8206773727739299,0.2984066766606023,0.22179266338187048,0.004730368968779565,0.5033359453306255,0.016614745586708203,gradient_boosting,full,classification,success,test,all,,
starting_hash,R,8616,0.560186476960414,0.8183869960113642,0.29832457504078524,0.2259372925237682,0.008704735376044569,0.5020711665684173,0.021510755377688845,gradient_boosting,full,classification,success,test,all,,
box_bucket,light_box,5752,0.5698900860367828,0.7931780573635875,0.2866727164427047,0.21064352414169324,0.005041724617524339,0.5012545386376194,0.012794882047181128,gradient_boosting,full,classification,success,test,all,,
box_bucket,loaded_box,509,0.5785019305019306,0.8555147621058687,0.31693377700880615,0.2624931108192875,0.011787819253438114,0.4997915057915058,0.022641509433962263,gradient_boosting,full,classification,success,test,all,,
box_bucket,standard_box,13855,0.5501778878774192,0.829800557544147,0.30381363198636774,0.23235546491105716,0.009382894261999277,0.5011967769360979,0.020896426408237433,gradient_boosting,full,classification,success,test,all,,
down_bucket,early_down,96,0.5164930555555556,0.7052393471171547,0.2555149464030126,0.09508895766864885,0.7916666666666666,0.5208333333333334,0.6290322580645161,gradient_boosting,full,classification,success,test,tracking_only,,
distance_bucket,long,92,0.4926435690555292,0.7134195480654055,0.25889292210787845,0.08738692227961134,0.6521739130434783,0.5009492168960608,0.5871559633027523,gradient_boosting,full,classification,success,test,tracking_only,,
field_zone,backed_up,84,0.4588769143505389,0.7374547311458377,0.2701939282856708,0.15532087165510108,0.7261904761904762,0.446965399886557,0.5576923076923077,gradient_boosting,full,classification,success,test,tracking_only,,
pressure_bucket,standard_rush,143,0.5617647058823529,0.6924112502257755,0.24889398619573821,0.07061484765742243,0.7132867132867133,0.5350980392156863,0.632768361581921,gradient_boosting,full,classification,success,test,tracking_only,,
score_state,one_score,67,0.5540293040293041,0.6754945521935715,0.24116353327902973,0.11528079955717262,0.746268656716418,0.4967948717948718,0.651685393258427,gradient_boosting,full,classification,success,test,tracking_only,,
score_state,trailing_big,55,0.5517241379310345,0.7241266415594128,0.26314417075061053,0.11810206260402437,0.6909090909090909,0.5377984084880636,0.59375,gradient_boosting,full,classification,success,test,tracking_only,,
qb_location,S,115,0.6247717589774802,0.6704090577820797,0.2382133335963837,0.0915703636710792,0.6608695652173913,0.5704503956177724,0.6521739130434783,gradient_boosting,full,classification,success,test,tracking_only,,
starting_hash,L,66,0.5200372786579683,0.7229398006992143,0.2640803628817896,0.1414670452458776,0.7272727272727273,0.4972041006523765,0.5454545454545454,gradient_boosting,full,classification,success,test,tracking_only,,
starting_hash,R,60,0.6434285714285715,0.6595535564069147,0.23223498184898264,0.0868047522288424,0.8,0.6028571428571429,0.7469879518072289,gradient_boosting,full,classification,success,test,tracking_only,,
box_bucket,standard_box,103,0.5118773946360153,0.6937636096552898,0.2501544913282487,0.1111756550611701,0.7378640776699029,0.4842911877394636,0.6268656716417911,gradient_boosting,full,classification,success,test,tracking_only,,
down_bucket,early_down,14162,0.5996625160359284,0.4416116544525477,0.13787832880684103,0.23018860083132955,0.03763592712893659,0.5154453644256426,0.09058823529411765,logistic_regression,context_only,classification,explosive,test,all,,
down_bucket,late_down,5954,0.5837713653825989,0.4473019490939725,0.14223765842493152,0.2352730927576549,0.04652334564998321,0.497406507087635,0.05291005291005291,logistic_regression,context_only,classification,explosive,test,all,,
distance_bucket,long,13759,0.580600978672031,0.45294307468982953,0.1409815976523436,0.2311499637169797,0.03197906824623883,0.5125621508682471,0.08038976857490865,logistic_regression,context_only,classification,explosive,test,all,,
distance_bucket,medium,4319,0.6221636414795673,0.4357219655075279,0.13958117658336142,0.2382380466974966,0.06112526047696226,0.504348755578401,0.07560137457044673,logistic_regression,context_only,classification,explosive,test,all,,
distance_bucket,short,2038,0.649814039981404,0.3942164482718916,0.12605446862727734,0.22149385906965358,0.052011776251226695,0.5103481769276749,0.07758620689655173,logistic_regression,context_only,classification,explosive,test,all,,
field_zone,backed_up,11014,0.5381029695697105,0.5034315383237465,0.15914774353381259,0.2603847622391434,0.043217722898129654,0.5081929208480512,0.07989521938441388,logistic_regression,context_only,classification,explosive,test,all,,
field_zone,red_zone,2754,0.6565803864382064,0.04769319776426713,0.005733163307083905,0.030577217765776255,0.0,0.5,0.0,logistic_regression,context_only,classification,explosive,test,all,,
field_zone,scoring_range,6348,0.5144041785099769,0.5105857003027657,0.16239343601061818,0.2694235164775392,0.05261499684940139,0.5049718137138403,0.0784313725490196,logistic_regression,context_only,classification,explosive,test,all,,
pressure_bucket,standard_rush,20115,0.5957933385074605,0.4433017516499375,0.13917170226613781,0.2316912381227478,0.040268456375838924,0.5101627554023566,0.07899022801302931,logistic_regression,context_only,classification,explosive,test,all,,
score_state,leading_big,2264,0.6057786560382267,0.4556163885523022,0.1447162196484568,0.219794798513808,0.04372791519434629,0.5162362818322894,0.10062893081761007,logistic_regression,context_only,classification,explosive,test,all,,
score_state,one_score,12762,0.5904717977624947,0.4492377538713635,0.14169724439518633,0.2356709780870637,0.042704905187274725,0.5073187837014506,0.07393483709273183,logistic_regression,context_only,classification,explosive,test,all,,
score_state,trailing_big,5090,0.5995890466604681,0.42291794433668767,0.13036113095659152,0.22701346032809389,0.03261296660117878,0.5139816662002726,0.08118081180811808,logistic_regression,context_only,classification,explosive,test,all,,
qb_location,0,225,0.5901741293532339,0.4961138692184055,0.15846791002326988,0.23684922177760415,0.0,0.5,0.0,logistic_regression,context_only,classification,explosive,test,all,,
qb_location,P,666,0.5738503250941063,0.45429529775004673,0.14331243345264275,0.22249610351508683,0.024024024024024024,0.5042643923240938,0.05063291139240506,logistic_regression,context_only,classification,explosive,test,all,,
qb_location,S,16342,0.5790711330757708,0.4300873496022958,0.13308013590094783,0.22961897327702877,0.028760249663443888,0.504246824720547,0.052972336668628606,logistic_regression,context_only,classification,explosive,test,all,,
qb_location,U,2883,0.6101995275908318,0.5115040926764147,0.1712171243484356,0.24517524041559233,0.11238293444328824,0.5220952177473916,0.1529051987767584,logistic_regression,context_only,classification,explosive,test,all,,
starting_hash,0,227,0.6087128712871288,0.49579716011806874,0.15833481377201236,0.23304051245608245,0.0,0.5,0.0,logistic_regression,context_only,classification,explosive,test,all,,
starting_hash,L,9159,0.6001590078859275,0.444989942648244,0.13969567891172527,0.23189735165221764,0.03875968992248062,0.5132592892557173,0.08602150537634409,logistic_regression,context_only,classification,explosive,test,all,,
starting_hash,M,2114,0.5658174641093896,0.43877116476507366,0.1383420734638139,0.21938257079397575,0.03736991485335856,0.5156274884535754,0.09195402298850575,logistic_regression,context_only,classification,explosive,test,all,,
starting_hash,R,8616,0.5983733819103956,0.44122202563684537,0.1383061793922103,0.23454619264137166,0.0436397400185701,0.5059331500545154,0.07020872865275142,logistic_regression,context_only,classification,explosive,test,all,,
box_bucket,light_box,5752,0.5726774085824011,0.44214078424352105,0.13743134783500255,0.2334917839019758,0.02920723226703755,0.5009584237769243,0.04516129032258064,logistic_regression,context_only,classification,explosive,test,all,,
box_bucket,loaded_box,509,0.7251119251119251,0.3846372524489885,0.1268793830881637,0.16559776693373585,0.068762278978389,0.5547619047619048,0.20224719101123595,logistic_regression,context_only,classification,explosive,test,all,,
box_bucket,standard_box,13855,0.5976771460700513,0.4459304152145236,0.14034133468680732,0.23347054338918408,0.04381089859256586,0.5114966436933861,0.08471665712650257,logistic_regression,context_only,classification,explosive,test,all,,
down_bucket,early_down,96,0.7940340909090908,0.8799066437063305,0.3325146379791759,0.48568711932040237,0.7083333333333334,0.6590909090909091,0.21052631578947367,logistic_regression,context_only,classification,explosive,test,tracking_only,,
distance_bucket,long,92,0.728395061728395,0.9336534831650387,0.3505375454573236,0.4835367028117209,0.75,0.6419753086419753,0.275,logistic_regression,context_only,classification,explosive,test,tracking_only,,
field_zone,backed_up,84,0.7662337662337662,1.0663181138909927,0.4060855423658718,0.5711118063949084,0.8333333333333334,0.5909090909090909,0.18181818181818182,logistic_regression,context_only,classification,explosive,test,tracking_only,,
pressure_bucket,standard_rush,143,0.730343300110742,0.9174104004605961,0.34592493277853614,0.48462772396073456,0.7202797202797203,0.6550387596899225,0.23931623931623933,logistic_regression,context_only,classification,explosive,test,tracking_only,,
score_state,one_score,67,0.7341269841269842,1.0534638978094935,0.40176430671698526,0.5510999217481947,0.7910447761194029,0.6111111111111112,0.14035087719298245,logistic_regression,context_only,classification,explosive,test,tracking_only,,
score_state,trailing_big,55,0.7589285714285714,0.776450107683407,0.28888535761027656,0.42573197751125813,0.6363636363636364,0.7083333333333334,0.3333333333333333,logistic_regression,context_only,classification,explosive,test,tracking_only,,
qb_location,S,115,0.7266666666666667,0.8758763330492597,0.3292238029870076,0.4742411926641039,0.6869565217391305,0.6714285714285715,0.2247191011235955,logistic_regression,context_only,classification,explosive,test,tracking_only,,
starting_hash,L,66,0.7215496368038741,0.8871109987803307,0.33249416350801286,0.45743067165083456,0.7121212121212122,0.6610169491525424,0.25925925925925924,logistic_regression,context_only,classification,explosive,test,tracking_only,,
starting_hash,R,60,0.6919642857142856,0.998203956827459,0.3783807043565042,0.5408217535689345,0.7333333333333333,0.6428571428571428,0.16666666666666666,logistic_regression,context_only,classification,explosive,test,tracking_only,,
box_bucket,standard_box,103,0.7290322580645161,0.9388751406739486,0.35726452924961616,0.4940468374992242,0.7669902912621359,0.6290322580645161,0.2247191011235955,logistic_regression,context_only,classification,explosive,test,tracking_only,,
down_bucket,early_down,14162,0.5880188576912945,0.30222234424278765,0.07748573066169707,0.04982419006601867,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
down_bucket,late_down,5954,0.6098672081295697,0.29519436122886245,0.07566732870039829,0.049569762327265156,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
distance_bucket,long,13759,0.5769886323357172,0.31975443063866876,0.08212831999502052,0.05405438233454813,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
distance_bucket,medium,4319,0.6254065414463994,0.2705577711789051,0.06921291401672992,0.04367695870898233,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
distance_bucket,short,2038,0.6400656671315668,0.23043171788217415,0.05836215027643845,0.03551366469799709,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
field_zone,backed_up,11014,0.5360706641213785,0.3495791003258484,0.08977097836720015,0.059344499678749225,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
field_zone,red_zone,2754,0.9674377754946476,0.016994294493320936,0.003801891074167284,0.0002300525110490008,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
field_zone,scoring_range,6348,0.5179209286739612,0.33720755637988425,0.08643166807790267,0.05475673964348672,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
pressure_bucket,standard_rush,20115,0.5942080082042176,0.30015517894686844,0.07695126800761859,0.04971743047493215,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
score_state,leading_big,2264,0.5788927219747463,0.3503053404817919,0.09078540046768703,0.06547687764135889,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
score_state,one_score,12762,0.5890176118299734,0.30096024082130257,0.07741745170368496,0.049709846144944475,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
score_state,trailing_big,5090,0.6078856890746442,0.27577881762490464,0.06961424900036432,0.04348355743869793,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
qb_location,0,225,0.5691334991708126,0.38292176378172343,0.10007832533222766,0.0729819294073569,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
qb_location,P,666,0.6315512385164126,0.3416263668835332,0.08878498179262916,0.062302640305417434,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
qb_location,S,16342,0.5890540246390132,0.27908721915140733,0.07085994410605767,0.04339929548676809,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
qb_location,U,2883,0.5672322520148607,0.403446470119801,0.10691452135216392,0.08077781139324948,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
starting_hash,0,227,0.5834653465346534,0.3938118513246259,0.10325666064763672,0.07647027622514199,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
starting_hash,L,9159,0.5949360948526947,0.30428992891711354,0.07814331501887188,0.050990744233616464,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
starting_hash,M,2114,0.605164892043774,0.31278534666014,0.08077917873636568,0.05496466921843485,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
starting_hash,R,8616,0.5904753357696187,0.2901630796054941,0.07404307389038847,0.046486451565686905,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
box_bucket,light_box,5752,0.5899179746201368,0.29076855417706926,0.07404801043615218,0.04655914725142971,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
box_bucket,loaded_box,509,0.7382783882783883,0.3595035566429482,0.09752019757634768,0.07953113956259274,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
box_bucket,standard_box,13855,0.588452511538382,0.30185290739554266,0.07739547139069052,0.05010675279778337,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,all,,
down_bucket,early_down,96,0.7713068181818181,0.2534378925117788,0.07287013349470471,0.0330243610613674,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
distance_bucket,long,92,0.696969696969697,0.3465039932142845,0.10386118635633146,0.06862633504823164,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
field_zone,backed_up,84,0.6716141001855287,0.2814995835800357,0.0785744245504642,0.038400061126716206,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
pressure_bucket,standard_rush,143,0.7198228128460687,0.2948406606312015,0.08568639594320099,0.028411626902591032,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
score_state,one_score,67,0.6428571428571429,0.23037555253643027,0.06115901111415526,0.0496867602237563,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
score_state,trailing_big,55,0.7291666666666666,0.35077063361326377,0.10396112302653018,0.04158897777023876,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
qb_location,S,115,0.7219047619047618,0.2705824268702306,0.07659695917018813,0.012813783218417077,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
starting_hash,L,66,0.5835351089588379,0.3458075925096844,0.09880736256343142,0.06266114322336679,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
starting_hash,R,60,0.90625,0.19791203583711264,0.054592920758773464,0.03648970228138611,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
box_bucket,standard_box,103,0.6978494623655913,0.2958520170759218,0.08665132895654781,0.026934485428065674,0.0,0.5,0.0,gradient_boosting,context_only,classification,explosive,test,tracking_only,,
down_bucket,early_down,14162,0.6152837110575453,0.3855260311835781,0.11440921124651535,0.17703081728830547,0.024007908487501766,0.5144666411476565,0.07830126078301261,logistic_regression,context_plus_motion,classification,explosive,test,all,,
down_bucket,late_down,5954,0.5902269759106205,0.3740089102481999,0.11068099581859257,0.16729509744249135,0.016123614376889486,0.5048548631566906,0.04173913043478261,logistic_regression,context_plus_motion,classification,explosive,test,all,,
distance_bucket,long,13759,0.5904110202567805,0.39824708253488705,0.11816528158882804,0.17765076915581937,0.022312668071807543,0.5128442919256576,0.0728959575878065,logistic_regression,context_plus_motion,classification,explosive,test,all,,
distance_bucket,medium,4319,0.6392427050470088,0.3615655203463467,0.10748370427347272,0.17257843054278346,0.0231535077564251,0.5095679696428095,0.06220095693779904,logistic_regression,context_plus_motion,classification,explosive,test,all,,
distance_bucket,short,2038,0.6634289699143254,0.3167740992474158,0.09283595222729972,0.1538382091660327,0.01422963689892051,0.5051055987248456,0.03870967741935484,logistic_regression,context_plus_motion,classification,explosive,test,all,,
field_zone,backed_up,11014,0.5536008445329547,0.435390635774896,0.1300277055456564,0.19620538499548346,0.023152351552569457,0.5077136499243203,0.05972434915773354,logistic_regression,context_plus_motion,classification,explosive,test,all,,
field_zone,red_zone,2754,0.6405726974447354,0.03846109237952216,0.004957634592029396,0.020037029246799284,0.0,0.5,0.0,logistic_regression,context_plus_motion,classification,explosive,test,all,,
field_zone,scoring_range,6348,0.5281420222828515,0.4387766846883595,0.13129795592796817,0.20291681697721212,0.02851291745431632,0.5144722082267832,0.08366013071895424,logistic_regression,context_plus_motion,classification,explosive,test,all,,
pressure_bucket,standard_rush,20115,0.608396638760283,0.3821144661804781,0.11330514144171938,0.17414028940470966,0.021675366641809597,0.5116860132840904,0.06820365033621517,logistic_regression,context_plus_motion,classification,explosive,test,all,,
score_state,leading_big,2264,0.6107110560337609,0.407415829447221,0.12420172924948078,0.17108039816325443,0.02561837455830389,0.5136227127083542,0.07942238267148015,logistic_regression,context_plus_motion,classification,explosive,test,all,,
score_state,one_score,12762,0.6081845355733031,0.3838086634343877,0.11392159365547914,0.17504251404439905,0.021156558533145273,0.5086912359105807,0.059046177138531414,logistic_regression,context_plus_motion,classification,explosive,test,all,,
score_state,trailing_big,5090,0.6002779181974923,0.366623399729165,0.10691508949410634,0.17327443201048073,0.021218074656188603,0.5186976999250761,0.08677685950413223,logistic_regression,context_plus_motion,classification,explosive,test,all,,
qb_location,0,225,0.6237562189054726,0.5543217724636317,0.186384342848258,0.2856104557651428,0.14666666666666667,0.5811567164179104,0.24561403508771928,logistic_regression,context_plus_motion,classification,explosive,test,all,,
qb_location,P,666,0.6038590118192109,0.4151009975852566,0.12713829983473413,0.18163400476760833,0.036036036036036036,0.49763089315328124,0.04597701149425287,logistic_regression,context_plus_motion,classification,explosive,test,all,,
qb_location,S,16342,0.5918565628489949,0.36456518872951615,0.10558951451815998,0.16845169783916417,0.01285032431770897,0.505809987866292,0.04030576789437109,logistic_regression,context_plus_motion,classification,explosive,test,all,,
qb_location,U,2883,0.6137853268288052,0.4605496801338066,0.14814549694432505,0.1960170651403294,0.05861949358307319,0.523364669016843,0.13226452905811623,logistic_regression,context_plus_motion,classification,explosive,test,all,,
starting_hash,0,227,0.6376237623762375,0.5513187909894597,0.1849245778920666,0.2809307059916889,0.14096916299559473,0.5781188118811882,0.24561403508771928,logistic_regression,context_plus_motion,classification,explosive,test,all,,
starting_hash,L,9159,0.6170490189297935,0.37861543276414644,0.1116266712304109,0.16976294265527947,0.019980347199475924,0.5127512995866922,0.06991525423728813,logistic_regression,context_plus_motion,classification,explosive,test,all,,
starting_hash,M,2114,0.572227720519646,0.39659934799702085,0.1203195357646255,0.1781193682121032,0.026490066225165563,0.5185738174868609,0.09243697478991597,logistic_regression,context_plus_motion,classification,explosive,test,all,,
