evaluation_slice,task,target,model_name,group_column,group_value,dataset_split,n_obs_full,auroc_full,log_loss_full,brier_score_full,expected_calibration_error_full,rmse_full,mae_full,n_obs_context_plus_motion,auroc_context_plus_motion,log_loss_context_plus_motion,brier_score_context_plus_motion,expected_calibration_error_context_plus_motion,rmse_context_plus_motion,mae_context_plus_motion,improvement_auroc,improvement_log_loss,improvement_brier_score,improvement_expected_calibration_error,improvement_rmse,improvement_mae,candidate_feature_set,baseline_feature_set
all,classification,explosive,logistic_regression,qb_location,0,test,225,0.609452736318408,0.6188445710021049,0.2179353583752032,0.33140586152022533,,,225,0.6237562189054726,0.5543217724636317,0.186384342848258,0.2856104557651428,,,-0.014303482587064598,-0.0645227985384732,-0.0315510155269452,-0.04579540575508251,,,full,context_plus_motion
all,classification,explosive,logistic_regression,qb_location,P,test,666,0.5948564058016794,0.4001245931798812,0.1203941939317721,0.16685368403716763,,,666,0.6038590118192109,0.4151009975852566,0.12713829983473413,0.18163400476760833,,,-0.009002606017531445,0.014976404405375399,0.006744105902962025,0.014780320730440694,,,full,context_plus_motion
all,classification,explosive,logistic_regression,qb_location,S,test,16342,0.5859196763282108,0.3600004075535331,0.10352999872225062,0.16359575320091532,,,16342,0.5918565628489949,0.36456518872951615,0.10558951451815998,0.16845169783916417,,,-0.005936886520784057,0.004564781175983079,0.002059515795909364,0.004855944638248844,,,full,context_plus_motion
all,classification,explosive,logistic_regression,qb_location,U,test,2883,0.6098766750940664,0.44062969603335245,0.1391576364928705,0.17576479399002987,,,2883,0.6137853268288052,0.4605496801338066,0.14814549694432505,0.1960170651403294,,,-0.003908651734738755,0.019919984100454147,0.008987860451454555,0.02025227115029954,,,full,context_plus_motion
all,classification,explosive,logistic_regression,score_state,leading_big,test,2264,0.6032957095488496,0.3956537246293371,0.11895791318272368,0.15756838464455833,,,2264,0.6107110560337609,0.407415829447221,0.12420172924948078,0.17108039816325443,,,-0.007415346484911267,0.011762104817883867,0.005243816066757098,0.013512013518696103,,,full,context_plus_motion
all,classification,explosive,logistic_regression,score_state,one_score,test,12762,0.5987360034045427,0.37946499645983034,0.11193244734733337,0.1699429488890013,,,12762,0.6081845355733031,0.3838086634343877,0.11392159365547914,0.17504251404439905,,,-0.009448532168760404,0.0043436669745573475,0.00198914630814577,0.005099565155397751,,,full,context_plus_motion
all,classification,explosive,logistic_regression,score_state,trailing_big,test,5090,0.599448564258569,0.3576999536455978,0.10304402464215934,0.1651678438946003,,,5090,0.6002779181974923,0.366623399729165,0.10691508949410634,0.17327443201048073,,,-0.0008293539389233606,0.00892344608356721,0.0038710648519470064,0.008106588115880442,,,full,context_plus_motion
all,classification,explosive,logistic_regression,starting_hash,0,test,227,0.622970297029703,0.6138120350170959,0.21558033240062993,0.32612006957155043,,,227,0.6376237623762375,0.5513187909894597,0.1849245778920666,0.2809307059916889,,,-0.014653465346534555,-0.06249324402763623,-0.030655754508563338,-0.04518936357986153,,,full,context_plus_motion
all,classification,explosive,logistic_regression,starting_hash,L,test,9159,0.6085159190959365,0.3707028243521633,0.10811134779424121,0.1610043298861712,,,9159,0.6170490189297935,0.37861543276414644,0.1116266712304109,0.16976294265527947,,,-0.008533099833856972,0.007912608411983157,0.0035153234361696845,0.008758612769108276,,,full,context_plus_motion
all,classification,explosive,logistic_regression,starting_hash,M,test,2114,0.566039291970969,0.39523219865100995,0.11940953238703826,0.17606602608568755,,,2114,0.572227720519646,0.39659934799702085,0.1203195357646255,0.1781193682121032,,,-0.006188428548676961,0.0013671493460108985,0.0009100033775872318,0.0020533421264156415,,,full,context_plus_motion
all,classification,explosive,logistic_regression,starting_hash,R,test,8616,0.6006849915755661,0.3701325108285384,0.10802418437237105,0.16775293917174658,,,8616,0.606917288930212,0.3778284086968998,0.11148280399138809,0.1750580500076995,,,-0.0062322973546459215,0.007695897868361445,0.003458619619017042,0.0073051108359529215,,,full,context_plus_motion
all,classification,success,gradient_boosting,box_bucket,light_box,test,5752,0.5698900860367828,0.7931780573635875,0.2866727164427047,0.21064352414169324,,,5752,0.5640668783053122,0.7877004013312072,0.28506343717509613,0.20593267822658948,,,0.005823207731470603,-0.0054776560323802626,-0.0016092792676085654,-0.004710845915103762,,,full,context_plus_motion
all,classification,success,gradient_boosting,box_bucket,loaded_box,test,509,0.5785019305019306,0.8555147621058687,0.31693377700880615,0.2624931108192875,,,509,0.5854208494208494,0.8483572623250841,0.31432524637222126,0.26382940485498696,,,-0.006918918918918826,-0.007157499780784615,-0.0026085306365848937,0.001336294035699459,,,full,context_plus_motion
all,classification,success,gradient_boosting,box_bucket,standard_box,test,13855,0.5501778878774192,0.829800557544147,0.30381363198636774,0.23235546491105716,,,13855,0.5447416064683943,0.8251729671218689,0.30224906403270735,0.22741946371993457,,,0.005436281409024857,-0.004627590422278116,-0.0015645679536603896,-0.004936001191122585,,,full,context_plus_motion
all,classification,success,gradient_boosting,distance_bucket,long,test,13759,0.5565443550701814,0.8163206505025864,0.29620006312114555,0.22306428563728153,,,13759,0.551042759756519,0.808237907424572,0.29360165345102734,0.21576387831391405,,,0.005501595313662455,-0.008082743078014376,-0.002598409670118207,-0.0073004073233674804,,,full,context_plus_motion
all,classification,success,gradient_boosting,distance_bucket,medium,test,4319,0.5376537912225003,0.8219826777368346,0.30168915481822955,0.22795026252660844,,,4319,0.5320350342857634,0.8238983410800397,0.3022466928219563,0.2281244631154125,,,0.005618756936736968,0.0019156633432050318,0.0005575380037267652,0.0001742005888040743,,,full,context_plus_motion
all,classification,success,gradient_boosting,distance_bucket,short,test,2038,0.5334987966305655,0.8404342047256751,0.3146155547121048,0.25199191819329697,,,2038,0.5323094988548581,0.8422353832554896,0.31514651966489676,0.2531560860244307,,,0.0011892977757074208,0.00180117852981454,0.0005309649527919791,0.0011641678311337111,,,full,context_plus_motion
all,classification,success,gradient_boosting,down_bucket,early_down,test,14162,0.5329025938338454,0.8455700938144032,0.3110283973349678,0.2426698065872255,,,14162,0.5297053780337798,0.839698749431115,0.30909313104876257,0.23799744922417296,,,0.0031972158000656004,-0.0058713443832881795,-0.0019352662862052172,-0.004672357363052548,,,full,context_plus_motion
all,classification,success,gradient_boosting,down_bucket,late_down,test,5954,0.5945463093559004,0.7591098851262718,0.2712150597227463,0.1894590020544287,,,5954,0.5852223180468634,0.7564031449463581,0.27039978187692304,0.18472117456697307,,,0.009323991309036939,-0.0027067401799136803,-0.0008152778458232479,-0.004737827487455631,,,full,context_plus_motion
all,classification,success,gradient_boosting,field_zone,backed_up,test,11014,0.5697921038878099,0.8276800054238411,0.30246563656736,0.2358259516730417,,,11014,0.5632762288289535,0.8226286960975163,0.3008436381879848,0.23162398468348747,,,0.006515875058856424,-0.005051309326324804,-0.0016219983793751558,-0.0042019669895542455,,,full,context_plus_motion
all,classification,success,gradient_boosting,field_zone,red_zone,test,2754,0.5531044365663209,0.7712834763818516,0.2780415346990927,0.18726462766515983,,,2754,0.5511630289211205,0.7654312178708598,0.2762830571820817,0.17873704391308373,,,0.0019414076452004547,-0.0058522585109918035,-0.0017584775170110256,-0.008527583752076101,,,full,context_plus_motion
all,classification,success,gradient_boosting,field_zone,scoring_range,test,6348,0.5448309066656974,0.8277444314662247,0.3028537682628924,0.23003782944337303,,,6348,0.5410298105949521,0.8234102050440573,0.301348748066455,0.22620190875438415,,,0.0038010960707453023,-0.004334226422167409,-0.00150502019643739,-0.0038359206889888864,,,full,context_plus_motion
all,classification,success,gradient_boosting,pressure_bucket,standard_rush,test,20115,0.558283939181424,0.81994351210181,0.299228504668091,0.22671364962850116,,,20115,0.5529720962275033,0.8150054023411059,0.2976236070403331,0.2220964225925917,,,0.005311842953920731,-0.00493810976070419,-0.0016048976277578952,-0.004617227035909444,,,full,context_plus_motion
all,classification,success,gradient_boosting,qb_location,0,test,225,0.606826801517067,0.8429737043800858,0.31273574623699335,0.2640632910546541,,,225,0.6137405183312262,0.8401057141411671,0.3121544567038977,0.27061105311403044,,,-0.006913716814159199,-0.002867990238918705,-0.0005812895330956636,0.00654776205937635,,,full,context_plus_motion
all,classification,success,gradient_boosting,qb_location,P,test,666,0.538359203773687,0.8346519965793415,0.3092210298109651,0.24422962891019737,,,666,0.5355992892769205,0.8311871953691338,0.30800261023633524,0.2382904628338174,,,0.0027599144967664913,-0.0034648012102077574,-0.0012184195746298698,-0.005939166076379954,,,full,context_plus_motion
all,classification,success,gradient_boosting,qb_location,S,test,16342,0.5586284801974728,0.8141799079291798,0.2960752128896264,0.221834556341435,,,16342,0.5520710827426398,0.8099527226477383,0.29475366064523334,0.21692394561100717,,,0.006557397454832969,-0.004227185281441503,-0.001321552244393065,-0.004910610730427839,,,full,context_plus_motion
all,classification,success,gradient_boosting,qb_location,U,test,2883,0.5384979657365939,0.8476685938450854,0.313850416527001,0.2510679158029328,,,2883,0.5386902269693181,0.8382227412927923,0.31047811646465306,0.24477502665641254,,,-0.00019226123272420015,-0.009445852552293132,-0.003372300062347955,-0.006292889146520264,,,full,context_plus_motion
all,classification,success,gradient_boosting,score_state,leading_big,test,2264,0.5584693626445739,0.8534438806203304,0.3129065643130307,0.2536560111439438,,,2264,0.5525239149880279,0.8517230293954287,0.3122970209796414,0.2520796555744287,,,0.005945447656546032,-0.0017208512249017316,-0.0006095433333893063,-0.001576355569515131,,,full,context_plus_motion
all,classification,success,gradient_boosting,score_state,one_score,test,12762,0.55995260664679,0.8093453267231351,0.29611754127641404,0.21940409143470482,,,12762,0.5543330006061096,0.805502487813075,0.2948358496725228,0.21540670632313363,,,0.005619606040680458,-0.003842838910060098,-0.001281691603891244,-0.003997385111571189,,,full,context_plus_motion
all,classification,success,gradient_boosting,score_state,trailing_big,test,5090,0.5528494711798989,0.8317567621368022,0.30100709337382076,0.23338962513901804,,,5090,0.5486011860438049,0.8226550739552759,0.29815356663833603,0.2261755424746029,,,0.004248285136093988,-0.009101688181526235,-0.002853526735484724,-0.0072140826644151446,,,full,context_plus_motion
all,classification,success,gradient_boosting,starting_hash,0,test,227,0.6134916938363608,0.8420217288951728,0.3124309056227789,0.2650439932597633,,,227,0.6192749573047663,0.839393319709432,0.3119269547616705,0.2712765514847055,,,-0.0057832634684055195,-0.00262840918574081,-0.0005039508611084376,0.006232558224942175,,,full,context_plus_motion
all,classification,success,gradient_boosting,starting_hash,L,test,9159,0.5601219173722753,0.8207698076759684,0.2999760410589317,0.22871569278998097,,,9159,0.5552656306562748,0.815959383759818,0.2983985910542643,0.22438929964834325,,,0.00485628671600058,-0.004810423916150386,-0.0015774500046674134,-0.004326393141637713,,,full,context_plus_motion
all,classification,success,gradient_boosting,starting_hash,M,test,2114,0.5355728724649391,0.8206773727739299,0.2984066766606023,0.22179266338187048,,,2114,0.5348267811968732,0.8132863744250122,0.2959149749800436,0.21617025450301994,,,0.0007460912680659071,-0.0073909983489177655,-0.002491701680558678,-0.005622408878850543,,,full,context_plus_motion
all,classification,success,gradient_boosting,starting_hash,R,test,8616,0.560186476960414,0.8183869960113642,0.29832457504078524,0.2259372925237682,,,8616,0.5531388399935494,0.8138621563938462,0.2968817144734281,0.22092219561057824,,,0.007047636966864612,-0.004524839617518039,-0.0014428605673571515,-0.005015096913189965,,,full,context_plus_motion
all,classification,success,logistic_regression,box_bucket,light_box,test,5752,0.5711995076564843,0.7583019629382333,0.2740284747383635,0.1799722856348642,,,5752,0.5709874990133397,0.7562508255867748,0.2733461396887438,0.17700127138227573,,,0.0002120086431446344,-0.002051137351458454,-0.0006823350496196756,-0.002971014252588472,,,full,context_plus_motion
all,classification,success,logistic_regression,box_bucket,loaded_box,test,509,0.5765405405405405,0.831204070266974,0.3071340571884866,0.24904539930577854,,,509,0.5729266409266409,0.8351619588493818,0.3086712233824639,0.2498417884144707,,,0.003613899613899574,0.003957888582407865,0.001537166193977313,0.0007963891086921471,,,full,context_plus_motion
all,classification,success,logistic_regression,box_bucket,standard_box,test,13855,0.5613478896566537,0.7886503702811293,0.2888187843936051,0.2018699444855941,,,13855,0.5608433337322067,0.7886309064712724,0.2888105810657636,0.2019487855249227,,,0.000504555924446981,-1.9463809856845593e-05,-8.203327841460606e-06,7.884103932861986e-05,,,full,context_plus_motion
all,classification,success,logistic_regression,distance_bucket,long,test,13759,0.5583557733600388,0.7799234659108506,0.28325162898154777,0.19333547482066804,,,13759,0.5576052644857837,0.7787741344121251,0.2828507610507772,0.1920617872165369,,,0.0007505088742550958,-0.0011493314987255365,-0.00040086793077054317,-0.0012736876041311296,,,full,context_plus_motion
all,classification,success,logistic_regression,distance_bucket,medium,test,4319,0.5615532698379923,0.779145909546665,0.28608059950916337,0.19789905927831591,,,4319,0.5614106634316737,0.7792523995019413,0.28612283454896187,0.19855714348942985,,,0.00014260640631857946,0.0001064899552762899,4.223503979849941e-05,0.0006580842111139351,,,full,context_plus_motion
all,classification,success,logistic_regression,distance_bucket,short,test,2038,0.552919141337681,0.7926832640001056,0.2950372949657564,0.21731812807803344,,,2038,0.553008423586041,0.7952840854581114,0.29605647946166486,0.2194009379910662,,,-8.928224835991205e-05,0.0026008214580057754,0.0010191844959084317,0.0020828099130327515,,,full,context_plus_motion
all,classification,success,logistic_regression,down_bucket,early_down,test,14162,0.5404510559229152,0.7964928403852527,0.29296469733143843,0.20507108355669848,,,14162,0.5408586122676498,0.7963209825259866,0.29290772497824225,0.20498373613139326,,,-0.0004075563447345498,-0.0001718578592661002,-5.697235319618299e-05,-8.73474253052231e-05,,,full,context_plus_motion
all,classification,success,logistic_regression,down_bucket,late_down,test,5954,0.5953339059392347,0.7443155924245392,0.2662346718121554,0.17646800681439595,,,5954,0.5926414872296588,0.7430358818367352,0.26582332007316367,0.17422361352248975,,,0.0026924187095759278,-0.0012797105878039616,-0.0004113517389917054,-0.002244393291906205,,,full,context_plus_motion
all,classification,success,logistic_regression,field_zone,backed_up,test,11014,0.5764115095940114,0.7789632104258863,0.28470237513606383,0.19855239532447713,,,11014,0.5760554425038948,0.7768563537703564,0.2839337842188731,0.19634663463631022,,,0.0003560670901165963,-0.0021068566555298984,-0.0007685909171907257,-0.0022057606881669134,,,full,context_plus_motion
all,classification,success,logistic_regression,field_zone,red_zone,test,2754,0.5545753970211154,0.7693029290716085,0.2769324029141152,0.18648507116531296,,,2754,0.5539851700737052,0.7723987772906645,0.2780337891173998,0.18848114305980157,,,0.0005902269474101773,0.0030958482190560632,0.0011013862032845934,0.0019960718944886102,,,full,context_plus_motion
all,classification,success,logistic_regression,field_zone,scoring_range,test,6348,0.5459752734326572,0.7897645835755723,0.2891845435102905,0.19808335055042786,,,6348,0.5439488321075936,0.7904932706212583,0.28952733053583735,0.19892699704473046,,,0.002026441325063577,0.0007286870456859607,0.0003427870255468535,0.0008436464943026023,,,full,context_plus_motion
all,classification,success,logistic_regression,pressure_bucket,standard_rush,test,20115,0.5655035520891623,0.7810164746620956,0.2850382753236048,0.1965021388357218,,,20115,0.5647487886563209,0.7805268996372446,0.2848803585584639,0.19581587178983223,,,0.00075476343284131,-0.000489575024850919,-0.00015791676514093078,-0.0006862670458895603,,,full,context_plus_motion
all,classification,success,logistic_regression,qb_location,0,test,225,0.5741150442477877,0.796381356043755,0.2927594535217822,0.22071517376528935,,,225,0.5871523388116308,0.7864335318340254,0.2891564052184579,0.2161104045174829,,,-0.01303729456384306,-0.009947824209729617,-0.003603048303324252,-0.004604769247806451,,,full,context_plus_motion
all,classification,success,logistic_regression,qb_location,P,test,666,0.5305439556970588,0.811729028129792,0.30009644032533633,0.222713927435647,,,666,0.5348010787116791,0.8027752118025864,0.2966812448019491,0.21734210637173204,,,-0.004257123014620334,-0.0089538163272056,-0.00341519552338726,-0.0053718210639149555,,,full,context_plus_motion
all,classification,success,logistic_regression,qb_location,S,test,16342,0.56540735742917,0.7758067455519201,0.28227227654532244,0.19149308143082647,,,16342,0.5643931326913721,0.7745726731263604,0.2818359985373317,0.1900658510434199,,,0.0010142247377978864,-0.001234072425559729,-0.00043627800799073135,-0.0014272303874065806,,,full,context_plus_motion
all,classification,success,logistic_regression,qb_location,U,test,2883,0.5597520961046286,0.802481952541758,0.29673903224927844,0.2202560019012775,,,2883,0.5609566764938867,0.8088348716735291,0.2991527785460138,0.22536314709303434,,,-0.0012045803892580809,0.006352919131771051,0.002413746296735353,0.00510714519175684,,,full,context_plus_motion
all,classification,success,logistic_regression,score_state,leading_big,test,2264,0.5612922882219904,0.8110760959879589,0.2977352660329401,0.22228106986613444,,,2264,0.5608329329599119,0.8106120732099146,0.29761234798328284,0.22187456368156655,,,0.0004593552620785202,-0.00046402277804435954,-0.00012291804965725017,-0.00040650618456788967,,,full,context_plus_motion
all,classification,success,logistic_regression,score_state,one_score,test,12762,0.5668976074499247,0.7790950112513491,0.2844542959405162,0.19466201906842265,,,12762,0.5664545975701814,0.7790360817013741,0.2844526658680526,0.19477995356662392,,,0.00044300987974332795,-5.892954997499533e-05,-1.6300724635653907e-06,0.000117934498201272,,,full,context_plus_motion
all,classification,success,logistic_regression,score_state,trailing_big,test,5090,0.5627617975503195,0.7725932864293122,0.2809133423351594,0.1904447745204047,,,5090,0.5615210946094265,0.7709723352787351,0.2803324108477884,0.18903510109183433,,,0.001240702940893068,-0.0016209511505771435,-0.0005809314873709837,-0.0014096734285703738,,,full,context_plus_motion
all,classification,success,logistic_regression,starting_hash,0,test,227,0.575687005123428,0.7947886832063975,0.2918962365434338,0.21906489801376092,,,227,0.5735134295916783,0.787016243098621,0.28914798300997063,0.20848489214543903,,,0.002173575531749683,-0.007772440107776557,-0.002748253533463141,-0.01058000586832189,,,full,context_plus_motion
all,classification,success,logistic_regression,starting_hash,L,test,9159,0.5611704935313812,0.7846622948745829,0.2868479800094936,0.19824344133170158,,,9159,0.560210594323677,0.7848553821858845,0.2869418295924294,0.1978664668693526,,,0.000959899207704118,0.0001930873113015208,9.384958293584544e-05,-0.0003769744623489668,,,full,context_plus_motion
all,classification,success,logistic_regression,starting_hash,M,test,2114,0.5525793247309145,0.7733170733891412,0.2814941642269114,0.18552960543350078,,,2114,0.5520406567772291,0.7731166118926746,0.2814306178070185,0.18690286727191366,,,0.0005386679536854011,-0.0002004614964666862,-6.354641989292364e-05,0.0013732618384128814,,,full,context_plus_motion
all,classification,success,logistic_regression,starting_hash,R,test,8616,0.5723157137565947,0.7787436582918816,0.28383792035740507,0.1969923499795072,,,8616,0.5718685809873302,0.777625550699156,0.2834482490057012,0.19561330819197448,,,0.0004471327692645577,-0.0011181075927256812,-0.0003896713517038686,-0.001379041787532731,,,full,context_plus_motion
all,regression,epa,gradient_boosting,box_bucket,light_box,test,5752,,,,,1.7500560842007902,1.1851209851600595,5752,,,,,1.7608428551265831,1.1918181677836888,,,,,0.010786770925792943,0.006697182623629283,full,context_plus_motion
all,regression,epa,gradient_boosting,box_bucket,loaded_box,test,509,,,,,1.9425110618314714,1.383426403658548,509,,,,,1.9560758885434264,1.3951806828362794,,,,,0.013564826711955025,0.01175427917773142,full,context_plus_motion
all,regression,epa,gradient_boosting,box_bucket,standard_box,test,13855,,,,,1.7012324294954302,1.184301235123233,13855,,,,,1.7139428684310865,1.1926633472983161,,,,,0.012710438935656265,0.008362112175083203,full,context_plus_motion
all,regression,epa,gradient_boosting,distance_bucket,long,test,13759,,,,,1.5808688756108058,1.046227089989432,13759,,,,,1.590667592822492,1.0546280763196543,,,,,0.009798717211686236,0.008400986330222349,full,context_plus_motion
all,regression,epa,gradient_boosting,distance_bucket,medium,test,4319,,,,,1.9476012395453537,1.4385266610109513,4319,,,,,1.9618987624423214,1.4443732879721727,,,,,0.01429752289696773,0.005846626961221402,full,context_plus_motion
all,regression,epa,gradient_boosting,distance_bucket,short,test,2038,,,,,2.0859733229772925,1.629753865880452,2038,,,,,2.1067081446911002,1.639332587163727,,,,,0.020734821713807694,0.009578721283274971,full,context_plus_motion
all,regression,epa,gradient_boosting,down_bucket,early_down,test,14162,,,,,1.4769473339095331,1.0023844345092139,14162,,,,,1.4865898397233281,1.0125792630289125,,,,,0.009642505813795,0.010194828519698662,full,context_plus_motion
all,regression,epa,gradient_boosting,down_bucket,late_down,test,5954,,,,,2.19718574717886,1.6348178026899174,5954,,,,,2.213995114920683,1.6375022207689205,,,,,0.016809367741823067,0.0026844180790031036,full,context_plus_motion
all,regression,epa,gradient_boosting,field_zone,backed_up,test,11014,,,,,1.6343350586621574,1.1283851890341043,11014,,,,,1.647550545949939,1.1385146998271678,,,,,0.013215487287781658,0.010129510793063456,full,context_plus_motion
all,regression,epa,gradient_boosting,field_zone,red_zone,test,2754,,,,,1.8971558357107723,1.3113953404676515,2754,,,,,1.9062493042181283,1.3129724312183912,,,,,0.00909346850735604,0.0015770907507397514,full,context_plus_motion
all,regression,epa,gradient_boosting,field_zone,scoring_range,test,6348,,,,,1.788481700084416,1.2428885190714734,6348,,,,,1.800474575178431,1.2498911099561654,,,,,0.011992875094015032,0.007002590884692017,full,context_plus_motion
all,regression,epa,gradient_boosting,pressure_bucket,standard_rush,test,20115,,,,,1.7217072354147793,1.189476997778204,20115,,,,,1.7338776058695866,1.197447497671222,,,,,0.012170370454807289,0.007970499893017902,full,context_plus_motion
all,regression,epa,gradient_boosting,qb_location,0,test,225,,,,,1.860399590607173,1.3103085340916052,225,,,,,1.863735006660621,1.3137003585860576,,,,,0.0033354160534480037,0.003391824494452411,full,context_plus_motion
all,regression,epa,gradient_boosting,qb_location,P,test,666,,,,,1.6633996466831253,1.1483915039443853,666,,,,,1.6706010802188362,1.1556836825172085,,,,,0.007201433535710899,0.007292178572823271,full,context_plus_motion
all,regression,epa,gradient_boosting,qb_location,S,test,16342,,,,,1.7426289090337614,1.2013312167936532,16342,,,,,1.7555866705033987,1.2091897693901266,,,,,0.01295776146963723,0.00785855259647339,full,context_plus_motion
all,regression,epa,gradient_boosting,qb_location,U,test,2883,,,,,1.6008293814107626,1.1230213847019777,2883,,,,,1.6101866823542754,1.1321500592652933,,,,,0.009357300943512836,0.009128674563315675,full,context_plus_motion
all,regression,epa,gradient_boosting,score_state,leading_big,test,2264,,,,,1.765505132968931,1.249046556800987,2264,,,,,1.782284654869609,1.2624261969544917,,,,,0.016779521900677885,0.01337964015350468,full,context_plus_motion
all,regression,epa,gradient_boosting,score_state,one_score,test,12762,,,,,1.7090410844209702,1.1796672385426306,12762,,,,,1.718639019719382,1.1848770680301335,,,,,0.009597935298411686,0.005209829487502926,full,context_plus_motion
all,regression,epa,gradient_boosting,score_state,trailing_big,test,5090,,,,,1.7339701389746616,1.1879604824865946,5090,,,,,1.750408780606565,1.200452199089996,,,,,0.01643864163190334,0.012491716603401315,full,context_plus_motion
all,regression,epa,gradient_boosting,starting_hash,0,test,227,,,,,1.8602950443430903,1.307443508081458,227,,,,,1.8632799308803984,1.3110219226798172,,,,,0.002984886537308107,0.0035784145983592808,full,context_plus_motion
all,regression,epa,gradient_boosting,starting_hash,L,test,9159,,,,,1.7362171959667037,1.1979053941526143,9159,,,,,1.7483167816596559,1.2054413608912098,,,,,0.01209958569295222,0.007535966738595468,full,context_plus_motion
all,regression,epa,gradient_boosting,starting_hash,M,test,2114,,,,,1.7407185131253684,1.2023380748472343,2114,,,,,1.754568193952804,1.2114831676492834,,,,,0.01384968082743554,0.009145092802049115,full,context_plus_motion
all,regression,epa,gradient_boosting,starting_hash,R,test,8616,,,,,1.6977964535469654,1.1744806972063506,8616,,,,,1.709892954494753,1.1827438403217407,,,,,0.01209650094778758,0.008263143115390115,full,context_plus_motion
all,regression,epa,ridge_regression,box_bucket,light_box,test,5752,,,,,1.7515050036717583,1.227392000832195,5752,,,,,1.749673703679409,1.2248541777007624,,,,,-0.0018312999923493223,-0.0025378231314325816,full,context_plus_motion
all,regression,epa,ridge_regression,box_bucket,loaded_box,test,509,,,,,1.9808476337704815,1.4569274161880807,509,,,,,1.985857317129792,1.4635891327671071,,,,,0.005009683359310513,0.006661716579026367,full,context_plus_motion
all,regression,epa,ridge_regression,box_bucket,standard_box,test,13855,,,,,1.7195014001529576,1.2376803794573086,13855,,,,,1.719465948630874,1.2369396071888523,,,,,-3.5451522083507214e-05,-0.0007407722684562579,full,context_plus_motion
all,regression,epa,ridge_regression,distance_bucket,long,test,13759,,,,,1.6232014641074097,1.1173796550686166,13759,,,,,1.6209052956337655,1.1146530957601883,,,,,-0.0022961684736442223,-0.0027265593084282447,full,context_plus_motion
all,regression,epa,ridge_regression,distance_bucket,medium,test,4319,,,,,1.918623054709033,1.4485800799965105,4319,,,,,1.9203895416237537,1.4500177163405483,,,,,0.0017664869147206996,0.0014376363440378181,full,context_plus_motion
all,regression,epa,ridge_regression,distance_bucket,short,test,2038,,,,,2.037090256583313,1.6286322185542244,2038,,,,,2.0424722795644144,1.6334582408614011,,,,,0.005382022981101464,0.004826022307176769,full,context_plus_motion
all,regression,epa,ridge_regression,down_bucket,early_down,test,14162,,,,,1.5303590714545807,1.0743867609324789,14162,,,,,1.5296171173875568,1.0727822059148098,,,,,-0.0007419540670239311,-0.001604555017669096,full,context_plus_motion
all,regression,epa,ridge_regression,down_bucket,late_down,test,5954,,,,,2.146799556216634,1.6348893504672095,5954,,,,,2.146944222111327,1.6350998918624888,,,,,0.00014466589469286362,0.0002105413952793178,full,context_plus_motion
all,regression,epa,ridge_regression,field_zone,backed_up,test,11014,,,,,1.6545634034133239,1.1817911142760016,11014,,,,,1.6518964071009594,1.1789526184577026,,,,,-0.0026669963123644447,-0.0028384958182989806,full,context_plus_motion
all,regression,epa,ridge_regression,field_zone,red_zone,test,2754,,,,,1.9150709076177228,1.3616142049751079,2754,,,,,1.9236376328992446,1.3682382296724482,,,,,0.008566725281521803,0.006624024697340358,full,context_plus_motion
all,regression,epa,ridge_regression,field_zone,scoring_range,test,6348,,,,,1.790715197434643,1.2891404612271904,6348,,,,,1.7897518697038752,1.2878094095941615,,,,,-0.0009633277307676824,-0.0013310516330289346,full,context_plus_motion
all,regression,epa,ridge_regression,pressure_bucket,standard_rush,test,20115,,,,,1.7357177805827728,1.2402154585110814,20115,,,,,1.7353083283869646,1.239146849631167,,,,,-0.00040945219580823533,-0.0010686088799143345,full,context_plus_motion
all,regression,epa,ridge_regression,qb_location,0,test,225,,,,,1.779575668833808,1.2670622180148514,225,,,,,1.7799951395331322,1.266991194057282,,,,,0.0004194706993241315,-7.102395756941604e-05,full,context_plus_motion
all,regression,epa,ridge_regression,qb_location,P,test,666,,,,,1.7019835290086556,1.205826156941932,666,,,,,1.690156173830999,1.1911609394629663,,,,,-0.011827355177656651,-0.014665217478965653,full,context_plus_motion
all,regression,epa,ridge_regression,qb_location,S,test,16342,,,,,1.749374396405749,1.2484118569232034,16342,,,,,1.7482741488259277,1.2465496187804834,,,,,-0.0011002475798214117,-0.0018622381427200185,full,context_plus_motion
all,regression,epa,ridge_regression,qb_location,U,test,2883,,,,,1.6610546662600507,1.2000973692653045,2883,,,,,1.6673925814972113,1.2065994734162022,,,,,0.006337915237160541,0.006502104150897692,full,context_plus_motion
all,regression,epa,ridge_regression,score_state,leading_big,test,2264,,,,,1.7596124477054067,1.2760478653715084,2264,,,,,1.758662343479595,1.2746948854882134,,,,,-0.0009501042258117653,-0.001352979883294969,full,context_plus_motion
all,regression,epa,ridge_regression,score_state,one_score,test,12762,,,,,1.7279098000833575,1.232878878516924,12762,,,,,1.7279312042104846,1.2321661233877714,,,,,2.140412712714479e-05,-0.0007127551291525869,full,context_plus_motion
all,regression,epa,ridge_regression,score_state,trailing_big,test,5090,,,,,1.7447562752074137,1.2429516475782816,5090,,,,,1.743526756550665,1.2411224103918939,,,,,-0.001229518656748807,-0.0018292371863877221,full,context_plus_motion
all,regression,epa,ridge_regression,starting_hash,0,test,227,,,,,1.7787630217253083,1.2685888791118778,227,,,,,1.780085298128477,1.269736195436856,,,,,0.0013222764031686207,0.0011473163249782203,full,context_plus_motion
