season,rows,ftn_coverage_rate,tracking_coverage_rate,motion_rate,success_mean,explosive_mean,completion_mean,epa_mean
2023,20693,1.0,0.6817281206204997,0.41990044942734256,0.44391823321896295,0.08205673416131058,0.5706277485139902,-0.0011310785817268362
2024,20116,1.0,0.0071087691389938356,0.49507854444223504,0.45759594352754024,0.0818254126068801,0.5780970371843309,0.052339778980614586
