evaluation_slice,task,target,model_name,group_column,group_value,dataset_split,n_obs_context_plus_motion,auroc_context_plus_motion,log_loss_context_plus_motion,brier_score_context_plus_motion,expected_calibration_error_context_plus_motion,rmse_context_plus_motion,mae_context_plus_motion,n_obs_context_only,auroc_context_only,log_loss_context_only,brier_score_context_only,expected_calibration_error_context_only,rmse_context_only,mae_context_only,improvement_auroc,improvement_log_loss,improvement_brier_score,improvement_expected_calibration_error,improvement_rmse,improvement_mae,candidate_feature_set,baseline_feature_set
all,classification,explosive,logistic_regression,field_zone,backed_up,test,11014,0.5536008445329547,0.435390635774896,0.1300277055456564,0.19620538499548346,,,11014,0.5381029695697105,0.5034315383237465,0.15914774353381259,0.2603847622391434,,,0.015497874963244174,0.06804090254885053,0.029120037988156183,0.06417937724365996,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,field_zone,red_zone,test,2754,0.6405726974447354,0.03846109237952216,0.004957634592029396,0.020037029246799284,,,2754,0.6565803864382064,0.04769319776426713,0.005733163307083905,0.030577217765776255,,,-0.016007688993470937,0.00923210538474497,0.0007755287150545088,0.010540188518976971,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,field_zone,scoring_range,test,6348,0.5281420222828515,0.4387766846883595,0.13129795592796817,0.20291681697721212,,,6348,0.5144041785099769,0.5105857003027657,0.16239343601061818,0.2694235164775392,,,0.01373784377287457,0.07180901561440622,0.031095480082650007,0.06650669950032709,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,pressure_bucket,standard_rush,test,20115,0.608396638760283,0.3821144661804781,0.11330514144171938,0.17414028940470966,,,20115,0.5957933385074605,0.4433017516499375,0.13917170226613781,0.2316912381227478,,,0.012603300252822525,0.061187285469459396,0.025866560824418433,0.05755094871803815,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,qb_location,0,test,225,0.6237562189054726,0.5543217724636317,0.186384342848258,0.2856104557651428,,,225,0.5901741293532339,0.4961138692184055,0.15846791002326988,0.23684922177760415,,,0.033582089552238736,-0.05820790324522618,-0.027916432824988124,-0.04876123398753868,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,qb_location,P,test,666,0.6038590118192109,0.4151009975852566,0.12713829983473413,0.18163400476760833,,,666,0.5738503250941063,0.45429529775004673,0.14331243345264275,0.22249610351508683,,,0.030008686725104594,0.03919430016479014,0.01617413361790862,0.04086209874747851,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,qb_location,S,test,16342,0.5918565628489949,0.36456518872951615,0.10558951451815998,0.16845169783916417,,,16342,0.5790711330757708,0.4300873496022958,0.13308013590094783,0.22961897327702877,,,0.012785429773224055,0.06552216087277962,0.02749062138278785,0.0611672754378646,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,qb_location,U,test,2883,0.6137853268288052,0.4605496801338066,0.14814549694432505,0.1960170651403294,,,2883,0.6101995275908318,0.5115040926764147,0.1712171243484356,0.24517524041559233,,,0.0035857992379733084,0.05095441254260813,0.023071627404110562,0.04915817527526292,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,score_state,leading_big,test,2264,0.6107110560337609,0.407415829447221,0.12420172924948078,0.17108039816325443,,,2264,0.6057786560382267,0.4556163885523022,0.1447162196484568,0.219794798513808,,,0.004932399995534187,0.0482005591050812,0.020514490398976015,0.04871440035055358,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,score_state,one_score,test,12762,0.6081845355733031,0.3838086634343877,0.11392159365547914,0.17504251404439905,,,12762,0.5904717977624947,0.4492377538713635,0.14169724439518633,0.2356709780870637,,,0.0177127378108084,0.06542909043697581,0.027775650739707183,0.06062846404266464,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,score_state,trailing_big,test,5090,0.6002779181974923,0.366623399729165,0.10691508949410634,0.17327443201048073,,,5090,0.5995890466604681,0.42291794433668767,0.13036113095659152,0.22701346032809389,,,0.0006888715370242382,0.056294544607522645,0.023446041462485176,0.05373902831761315,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,starting_hash,0,test,227,0.6376237623762375,0.5513187909894597,0.1849245778920666,0.2809307059916889,,,227,0.6087128712871288,0.49579716011806874,0.15833481377201236,0.23304051245608245,,,0.028910891089108715,-0.05552163087139095,-0.026589764120054232,-0.047890193535606446,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,starting_hash,L,test,9159,0.6170490189297935,0.37861543276414644,0.1116266712304109,0.16976294265527947,,,9159,0.6001590078859275,0.444989942648244,0.13969567891172527,0.23189735165221764,,,0.016890011043866004,0.06637450988409754,0.028069007681314373,0.06213440899693817,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,starting_hash,M,test,2114,0.572227720519646,0.39659934799702085,0.1203195357646255,0.1781193682121032,,,2114,0.5658174641093896,0.43877116476507366,0.1383420734638139,0.21938257079397575,,,0.0064102564102563875,0.04217181676805282,0.01802253769918842,0.04126320258187255,,,context_plus_motion,context_only
all,classification,explosive,logistic_regression,starting_hash,R,test,8616,0.606917288930212,0.3778284086968998,0.11148280399138809,0.1750580500076995,,,8616,0.5983733819103956,0.44122202563684537,0.1383061793922103,0.23454619264137166,,,0.008543907019816444,0.06339361693994555,0.026823375400822205,0.059488142633672164,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,box_bucket,light_box,test,5752,0.5640668783053122,0.7877004013312072,0.28506343717509613,0.20593267822658948,,,5752,0.5874198955126687,0.7629032566647707,0.27654901665726717,0.19178500351595223,,,-0.023353017207356497,-0.024797144666436566,-0.008514420517828969,-0.014147674710637242,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,box_bucket,loaded_box,test,509,0.5854208494208494,0.8483572623250841,0.31432524637222126,0.26382940485498696,,,509,0.5632741312741313,0.7948761089961613,0.2951806849215402,0.2205128894561031,,,0.022146718146718092,-0.05348115332892278,-0.019144561450681052,-0.04331651539888387,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,box_bucket,standard_box,test,13855,0.5447416064683943,0.8251729671218689,0.30224906403270735,0.22741946371993457,,,13855,0.5642966120000936,0.776538598228477,0.2853307746994763,0.20011082733570612,,,-0.01955500553169931,-0.0486343688933919,-0.01691828933323103,-0.027308636384228452,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,distance_bucket,long,test,13759,0.551042759756519,0.808237907424572,0.29360165345102734,0.21576387831391405,,,13759,0.5742454601308344,0.76467144712829,0.27854641144666376,0.19095433248772567,,,-0.023202700374315488,-0.04356646029628197,-0.01505524200436359,-0.024809545826188384,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,distance_bucket,medium,test,4319,0.5320350342857634,0.8238983410800397,0.3022466928219563,0.2281244631154125,,,4319,0.5490584320608454,0.7851373819505947,0.28916033409778596,0.2044973379838815,,,-0.017023397775081994,-0.038760959129444994,-0.013086358724170355,-0.023627125131531007,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,distance_bucket,short,test,2038,0.5323094988548581,0.8422353832554896,0.31514651966489676,0.2531560860244307,,,2038,0.5433635146151159,0.8045294193265917,0.3006924621373526,0.23266651903180172,,,-0.011054015760257774,-0.03770596392889791,-0.01445405752754414,-0.020489566992628966,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,down_bucket,early_down,test,14162,0.5297053780337798,0.839698749431115,0.30909313104876257,0.23799744922417296,,,14162,0.5433526625283244,0.7874367092516787,0.2906673625711456,0.20605942039683964,,,-0.013647284494544554,-0.05226204017943625,-0.018425768477616955,-0.03193802882733332,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,down_bucket,late_down,test,5954,0.5852223180468634,0.7564031449463581,0.27039978187692304,0.18472117456697307,,,5954,0.6134472807367295,0.7390116012509376,0.26499556720966494,0.179128878247041,,,-0.028224962689866073,-0.017391543695420508,-0.0054042146672581,-0.005592296319932077,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,field_zone,backed_up,test,11014,0.5632762288289535,0.8226286960975163,0.3008436381879848,0.23162398468348747,,,11014,0.5857048208138094,0.776341805097129,0.2845422837835493,0.20466960121026256,,,-0.022428591984855917,-0.0462868910003873,-0.01630135440443553,-0.026954383473224902,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,field_zone,red_zone,test,2754,0.5511630289211205,0.7654312178708598,0.2762830571820817,0.17873704391308373,,,2754,0.5627976540511302,0.740398843190071,0.2672927146348889,0.16472190062853215,,,-0.01163462513000979,-0.025032374680788783,-0.008990342547192776,-0.014015143284551584,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,field_zone,scoring_range,test,6348,0.5410298105949521,0.8234102050440573,0.301348748066455,0.22620190875438415,,,6348,0.556062918264709,0.7816740224929299,0.2873569543482062,0.2014254283755407,,,-0.015033107669756851,-0.04173618255112732,-0.013991793718248824,-0.024776480378843446,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,pressure_bucket,standard_rush,test,20115,0.5529720962275033,0.8150054023411059,0.2976236070403331,0.2220964225925917,,,20115,0.5738749566790464,0.7730892722630762,0.2830617102065633,0.19801226497746177,,,-0.020902860451543104,-0.041916130078029634,-0.014561896833769794,-0.024084157615129942,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,qb_location,0,test,225,0.6137405183312262,0.8401057141411671,0.3121544567038977,0.27061105311403044,,,225,0.575418773704172,0.8090831454202233,0.300325219968678,0.23723271582877017,,,0.03832174462705418,-0.031022568720943777,-0.011829236735219684,-0.03337833728526027,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,qb_location,P,test,666,0.5355992892769205,0.8311871953691338,0.30800261023633524,0.2382904628338174,,,666,0.5205009335004915,0.7882691515384901,0.2925642581861843,0.210470865751244,,,0.015098355776428929,-0.04291804383064368,-0.015438352050150927,-0.027819597082573422,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,qb_location,S,test,16342,0.5520710827426398,0.8099527226477383,0.29475366064523334,0.21692394561100717,,,16342,0.5809306502692283,0.7693956885672667,0.28077588104686196,0.1958666503697551,,,-0.02885956752658847,-0.04055703408047162,-0.013977779598371376,-0.021057295241252078,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,qb_location,U,test,2883,0.5386902269693181,0.8382227412927923,0.31047811646465306,0.24477502665641254,,,2883,0.5142006215885061,0.7878107683176888,0.29252666576002034,0.20604895581877497,,,0.02448960538081202,-0.05041197297510347,-0.01795145070463272,-0.03872607083763757,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,score_state,leading_big,test,2264,0.5525239149880279,0.8517230293954287,0.3122970209796414,0.2520796555744287,,,2264,0.5697473936666784,0.7977297920806484,0.29483612462037007,0.22179214077511747,,,-0.017223478678650483,-0.05399323731478023,-0.01746089635927134,-0.030287514799311216,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,score_state,one_score,test,12762,0.5543330006061096,0.805502487813075,0.2948358496725228,0.21540670632313363,,,12762,0.5757790332197076,0.7654546413726784,0.28027312167358975,0.1917050508425028,,,-0.02144603261359801,-0.040047846440396606,-0.014562727998933045,-0.02370165548063083,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,score_state,trailing_big,test,5090,0.5486011860438049,0.8226550739552759,0.29815356663833603,0.2261755424746029,,,5090,0.5670463761024125,0.7813283630258636,0.2848448390884162,0.20390502342325564,,,-0.018445190058607563,-0.041326710929412314,-0.013308727549919852,-0.02227051905134725,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,starting_hash,0,test,227,0.6192749573047663,0.839393319709432,0.3119269547616705,0.2712765514847055,,,227,0.5774336283185841,0.8088588392023375,0.30024707920281524,0.23732778303912733,,,0.0418413289861822,-0.030534480507094508,-0.011679875558855246,-0.03394876844557815,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,starting_hash,L,test,9159,0.5552656306562748,0.815959383759818,0.2983985910542643,0.22438929964834325,,,9159,0.5735413841128524,0.7750746517970033,0.28412502525655997,0.20027088297013712,,,-0.018275753456577615,-0.040884731962814724,-0.014273565797704335,-0.024118416678206134,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,starting_hash,M,test,2114,0.5348267811968732,0.8132863744250122,0.2959149749800436,0.21617025450301994,,,2114,0.560845076023582,0.7704214146078969,0.28153225812212124,0.19243376808178936,,,-0.02601829482670881,-0.042864959817115245,-0.014382716857922362,-0.02373648642123058,,,context_plus_motion,context_only
all,classification,success,gradient_boosting,starting_hash,R,test,8616,0.5531388399935494,0.8138621563938462,0.2968817144734281,0.22092219561057824,,,8616,0.5772788766321474,0.7707246039324023,0.2818707531249852,0.1963215291147341,,,-0.024140036638597984,-0.04313755246144391,-0.015010961348442875,-0.024600666495844137,,,context_plus_motion,context_only
all,classification,success,logistic_regression,box_bucket,light_box,test,5752,0.5709874990133397,0.7562508255867748,0.2733461396887438,0.17700127138227573,,,5752,0.5787913657352594,0.7238331014313666,0.26139086235055836,0.143011926987128,,,-0.007803866721919683,-0.03241772415540822,-0.011955277338185466,-0.033989344395147725,,,context_plus_motion,context_only
all,classification,success,logistic_regression,box_bucket,loaded_box,test,509,0.5729266409266409,0.8351619588493818,0.3086712233824639,0.2498417884144707,,,509,0.5548416988416989,0.7645856624929606,0.2817722678405766,0.18487341055609752,,,0.018084942084942046,-0.07057629635642126,-0.026898955541887315,-0.06496837785837317,,,context_plus_motion,context_only
all,classification,success,logistic_regression,box_bucket,standard_box,test,13855,0.5608433337322067,0.7886309064712724,0.2888105810657636,0.2019487855249227,,,13855,0.5736802535143439,0.7381367443368811,0.2693917841609735,0.1572019506781061,,,-0.01283691978213719,-0.050494162134391285,-0.019418796904790148,-0.0447468348468166,,,context_plus_motion,context_only
all,classification,success,logistic_regression,distance_bucket,long,test,13759,0.5576052644857837,0.7787741344121251,0.2828507610507772,0.1920617872165369,,,13759,0.5720366121087958,0.7333459446656737,0.266183391529509,0.1537431370210066,,,-0.014431347623012014,-0.04542818974645135,-0.016667369521268238,-0.038318650195530324,,,context_plus_motion,context_only
all,classification,success,logistic_regression,distance_bucket,medium,test,4319,0.5614106634316737,0.7792523995019413,0.28612283454896187,0.19855714348942985,,,4319,0.5659129821301052,0.7348262011296162,0.26841933319342953,0.15010081455417232,,,-0.00450231869843154,-0.04442619837232509,-0.017703501355532336,-0.04845632893525753,,,context_plus_motion,context_only
all,classification,success,logistic_regression,distance_bucket,short,test,2038,0.553008423586041,0.7952840854581114,0.29605647946166486,0.2194009379910662,,,2038,0.5546892589573386,0.7437318346888172,0.27362370461463054,0.16383748713615728,,,-0.0016808353712975954,-0.05155225076929415,-0.02243277484703432,-0.05556345085490891,,,context_plus_motion,context_only
all,classification,success,logistic_regression,down_bucket,early_down,test,14162,0.5408586122676498,0.7963209825259866,0.29290772497824225,0.20498373613139326,,,14162,0.5515852028081236,0.7476447614907915,0.2740056621758997,0.16162936087185334,,,-0.010726590540473868,-0.04867622103519509,-0.018902062802342523,-0.04335437525953992,,,context_plus_motion,context_only
all,classification,success,logistic_regression,down_bucket,late_down,test,5954,0.5926414872296588,0.7430358818367352,0.26582332007316367,0.17422361352248975,,,5954,0.6042032083495075,0.7039639876044738,0.2517462724868091,0.13536627471485707,,,-0.011561721119848656,-0.03907189423226143,-0.014077047586354585,-0.038857338807632674,,,context_plus_motion,context_only
all,classification,success,logistic_regression,field_zone,backed_up,test,11014,0.5760554425038948,0.7768563537703564,0.2839337842188731,0.19634663463631022,,,11014,0.5919247754747547,0.7304555145095211,0.26591150457642687,0.1546859032090543,,,-0.015869332970859906,-0.04640083926083538,-0.018022279642446237,-0.04166073142725593,,,context_plus_motion,context_only
all,classification,success,logistic_regression,field_zone,red_zone,test,2754,0.5539851700737052,0.7723987772906645,0.2780337891173998,0.18848114305980157,,,2754,0.561702021567944,0.7287804202454288,0.2628245691739757,0.15078258316414037,,,-0.007716851494238841,-0.043618357045235756,-0.015209219943424113,-0.037698559895661204,,,context_plus_motion,context_only
all,classification,success,logistic_regression,field_zone,scoring_range,test,6348,0.5439488321075936,0.7904932706212583,0.28952733053583735,0.19892699704473046,,,6348,0.5485760888885791,0.7446831096827113,0.2720222620056172,0.15422521698657596,,,-0.0046272567809855225,-0.04581016093854695,-0.017505068530220158,-0.044701780058154506,,,context_plus_motion,context_only
all,classification,success,logistic_regression,pressure_bucket,standard_rush,test,20115,0.5647487886563209,0.7805268996372446,0.2848803585584639,0.19581587178983223,,,20115,0.5764903553148661,0.7347005293892213,0.26740964164958575,0.1536389686589625,,,-0.0117415666585452,-0.045826370248023385,-0.017470716908878137,-0.04217690313086972,,,context_plus_motion,context_only
all,classification,success,logistic_regression,qb_location,0,test,225,0.5871523388116308,0.7864335318340254,0.2891564052184579,0.2161104045174829,,,225,0.588811630847029,0.7603422729445941,0.27850725989596914,0.1850489819072379,,,-0.0016592920353982743,-0.026091258889431312,-0.010649145322488784,-0.031061422610245,,,context_plus_motion,context_only
all,classification,success,logistic_regression,qb_location,P,test,666,0.5348010787116791,0.8027752118025864,0.2966812448019491,0.21734210637173204,,,666,0.5312384439854609,0.7627734124856256,0.2811191014386876,0.17800632404864547,,,0.0035626347262182056,-0.040001799316960795,-0.01556214336326145,-0.03933578232308657,,,context_plus_motion,context_only
all,classification,success,logistic_regression,qb_location,S,test,16342,0.5643931326913721,0.7745726731263604,0.2818359985373317,0.1900658510434199,,,16342,0.5778811390450826,0.7300561760387312,0.2650272460791953,0.14908664233290794,,,-0.013488006353710502,-0.04451649708762917,-0.0168087524581364,-0.040979208710511944,,,context_plus_motion,context_only
all,classification,success,logistic_regression,qb_location,U,test,2883,0.5609566764938867,0.8088348716735291,0.2991527785460138,0.22536314709303434,,,2883,0.5621540380633927,0.7526481309319186,0.2769340213876461,0.17310991415860053,,,-0.0011973615695060058,-0.05618674074161045,-0.022218757158367686,-0.05225323293443382,,,context_plus_motion,context_only
all,classification,success,logistic_regression,score_state,leading_big,test,2264,0.5608329329599119,0.8106120732099146,0.29761234798328284,0.22187456368156655,,,2264,0.5696559913441219,0.761583024752967,0.27944840384154646,0.18177801782162137,,,-0.008823058384210047,-0.049029048456947555,-0.018163944141736388,-0.04009654585994518,,,context_plus_motion,context_only
all,classification,success,logistic_regression,score_state,one_score,test,12762,0.5664545975701814,0.7790360817013741,0.2844526658680526,0.19477995356662392,,,12762,0.5817468950734215,0.7320455709937596,0.26635589091336676,0.1521512459337738,,,-0.015292297503240126,-0.04699051070761451,-0.018096774954685868,-0.04262870763285012,,,context_plus_motion,context_only
all,classification,success,logistic_regression,score_state,trailing_big,test,5090,0.5615210946094265,0.7709723352787351,0.2803324108477884,0.18903510109183433,,,5090,0.5658497102158457,0.7294611295415617,0.26472699960469664,0.14526786192379365,,,-0.004328615606419284,-0.04151120573717337,-0.015605411243091782,-0.04376723916804068,,,context_plus_motion,context_only
all,classification,success,logistic_regression,starting_hash,0,test,227,0.5735134295916783,0.787016243098621,0.28914798300997063,0.20848489214543903,,,227,0.5885732029188014,0.7604787547312324,0.27853684133019774,0.18460113746770707,,,-0.01505977332712316,-0.026537488367388562,-0.010611141679772895,-0.02388375467773196,,,context_plus_motion,context_only
all,classification,success,logistic_regression,starting_hash,L,test,9159,0.560210594323677,0.7848553821858845,0.2869418295924294,0.1978664668693526,,,9159,0.5745266915704305,0.7367648417795715,0.2685595271060785,0.15586508591369638,,,-0.014316097246753423,-0.048090540406313,-0.01838230248635092,-0.042001380955656226,,,context_plus_motion,context_only
all,classification,success,logistic_regression,starting_hash,M,test,2114,0.5520406567772291,0.7731166118926746,0.2814306178070185,0.18690286727191366,,,2114,0.5713477454125103,0.7354682240143036,0.2672385604448213,0.15250819365660778,,,-0.01930708863528119,-0.03764838787837099,-0.014192057362197197,-0.034394673615305876,,,context_plus_motion,context_only
all,classification,success,logistic_regression,starting_hash,R,test,8616,0.5718685809873302,0.777625550699156,0.2834482490057012,0.19561330819197448,,,8616,0.5789149958347454,0.7316746756824866,0.26595387715815605,0.15099975863125326,,,-0.007046414847415194,-0.04595087501666939,-0.017494371847545154,-0.04461354956072122,,,context_plus_motion,context_only
all,regression,epa,gradient_boosting,box_bucket,light_box,test,5752,,,,,1.7608428551265831,1.1918181677836888,5752,,,,,1.7116196224360356,1.1513059189433668,,,,,-0.049223232690547514,-0.04051224884032201,context_plus_motion,context_only
all,regression,epa,gradient_boosting,box_bucket,loaded_box,test,509,,,,,1.9560758885434264,1.3951806828362794,509,,,,,1.8696397879682136,1.3232259325307747,,,,,-0.08643610057521278,-0.07195475030550469,context_plus_motion,context_only
all,regression,epa,gradient_boosting,box_bucket,standard_box,test,13855,,,,,1.7139428684310865,1.1926633472983161,13855,,,,,1.6425198686762916,1.1401952545884044,,,,,-0.07142299975479482,-0.05246809270991171,context_plus_motion,context_only
all,regression,epa,gradient_boosting,distance_bucket,long,test,13759,,,,,1.590667592822492,1.0546280763196543,13759,,,,,1.5248099814183018,0.9978460062976725,,,,,-0.06585761140419022,-0.05678207002198177,context_plus_motion,context_only
all,regression,epa,gradient_boosting,distance_bucket,medium,test,4319,,,,,1.9618987624423214,1.4443732879721727,4319,,,,,1.891786518677997,1.4173958256746848,,,,,-0.07011224376432446,-0.026977462297487875,context_plus_motion,context_only
all,regression,epa,gradient_boosting,distance_bucket,short,test,2038,,,,,2.1067081446911002,1.639332587163727,2038,,,,,2.0496971656721135,1.5908454985299871,,,,,-0.057010979018986774,-0.04848708863373985,context_plus_motion,context_only
all,regression,epa,gradient_boosting,down_bucket,early_down,test,14162,,,,,1.4865898397233281,1.0125792630289125,14162,,,,,1.4151012524006688,0.945459971833497,,,,,-0.07148858732265939,-0.0671192911954156,context_plus_motion,context_only
all,regression,epa,gradient_boosting,down_bucket,late_down,test,5954,,,,,2.213995114920683,1.6375022207689205,5954,,,,,2.1549786489241956,1.629767345756932,,,,,-0.059016465996487355,-0.007734875011988551,context_plus_motion,context_only
all,regression,epa,gradient_boosting,field_zone,backed_up,test,11014,,,,,1.647550545949939,1.1385146998271678,11014,,,,,1.577377787712705,1.0862891358260391,,,,,-0.07017275823723401,-0.052225564001128655,context_plus_motion,context_only
all,regression,epa,gradient_boosting,field_zone,red_zone,test,2754,,,,,1.9062493042181283,1.3129724312183912,2754,,,,,1.8670760491273435,1.292711894426427,,,,,-0.03917325509078484,-0.020260536791964157,context_plus_motion,context_only
all,regression,epa,gradient_boosting,field_zone,scoring_range,test,6348,,,,,1.800474575178431,1.2498911099561654,6348,,,,,1.7302770478197271,1.1923002203062978,,,,,-0.07019752735870388,-0.05759088964986758,context_plus_motion,context_only
all,regression,epa,gradient_boosting,pressure_bucket,standard_rush,test,20115,,,,,1.7338776058695866,1.197447497671222,20115,,,,,1.6685492481610253,1.1479178276552424,,,,,-0.06532835770856127,-0.04952967001597952,context_plus_motion,context_only
all,regression,epa,gradient_boosting,qb_location,0,test,225,,,,,1.863735006660621,1.3137003585860576,225,,,,,1.8331817705809088,1.2804450855788188,,,,,-0.030553236079712276,-0.03325527300723885,context_plus_motion,context_only
all,regression,epa,gradient_boosting,qb_location,P,test,666,,,,,1.6706010802188362,1.1556836825172085,666,,,,,1.6036062941716474,1.096553801034598,,,,,-0.06699478604718889,-0.05912988148261045,context_plus_motion,context_only
all,regression,epa,gradient_boosting,qb_location,S,test,16342,,,,,1.7555866705033987,1.2091897693901266,16342,,,,,1.6912748175016883,1.162105187987521,,,,,-0.06431185300171038,-0.04708458140260552,context_plus_motion,context_only
all,regression,epa,gradient_boosting,qb_location,U,test,2883,,,,,1.6101866823542754,1.1321500592652933,2883,,,,,1.535332252153736,1.0696187790171365,,,,,-0.07485443020053939,-0.0625312802481568,context_plus_motion,context_only
all,regression,epa,gradient_boosting,score_state,leading_big,test,2264,,,,,1.782284654869609,1.2624261969544917,2264,,,,,1.7047421803017082,1.199091688014837,,,,,-0.07754247456790075,-0.06333450893965464,context_plus_motion,context_only
all,regression,epa,gradient_boosting,score_state,one_score,test,12762,,,,,1.718639019719382,1.1848770680301335,12762,,,,,1.6539262819600713,1.1377728921494137,,,,,-0.06471273775931063,-0.0471041758807198,context_plus_motion,context_only
all,regression,epa,gradient_boosting,score_state,trailing_big,test,5090,,,,,1.750408780606565,1.200452199089996,5090,,,,,1.6889759125364523,1.1509307792664722,,,,,-0.06143286807011261,-0.04952141982352365,context_plus_motion,context_only
all,regression,epa,gradient_boosting,starting_hash,0,test,227,,,,,1.8632799308803984,1.3110219226798172,227,,,,,1.8356666237963553,1.2810789151939102,,,,,-0.027613307084043193,-0.02994300748590706,context_plus_motion,context_only
all,regression,epa,gradient_boosting,starting_hash,L,test,9159,,,,,1.7483167816596559,1.2054413608912098,9159,,,,,1.6860693393520543,1.1580934245204342,,,,,-0.0622474423076016,-0.04734793637077561,context_plus_motion,context_only
all,regression,epa,gradient_boosting,starting_hash,M,test,2114,,,,,1.754568193952804,1.2114831676492834,2114,,,,,1.6833468594904095,1.1605428878054114,,,,,-0.07122133446239443,-0.05094027984387206,context_plus_motion,context_only
all,regression,epa,gradient_boosting,starting_hash,R,test,8616,,,,,1.709892954494753,1.1827438403217407,8616,,,,,1.641528207425931,1.130695060815975,,,,,-0.06836474706882201,-0.05204877950576581,context_plus_motion,context_only
all,regression,epa,ridge_regression,box_bucket,light_box,test,5752,,,,,1.749673703679409,1.2248541777007624,5752,,,,,1.7239942976287816,1.198663042661369,,,,,-0.02567940605062735,-0.02619113503939352,context_plus_motion,context_only
all,regression,epa,ridge_regression,box_bucket,loaded_box,test,509,,,,,1.985857317129792,1.4635891327671071,509,,,,,1.9179062064934256,1.3881913816704334,,,,,-0.06795111063636639,-0.07539775109667368,context_plus_motion,context_only
all,regression,epa,ridge_regression,box_bucket,standard_box,test,13855,,,,,1.719465948630874,1.2369396071888523,13855,,,,,1.6687571136744956,1.1864102946027946,,,,,-0.05070883495637846,-0.05052931258605775,context_plus_motion,context_only
all,regression,epa,ridge_regression,distance_bucket,long,test,13759,,,,,1.6209052956337655,1.1146530957601883,13759,,,,,1.5759861531446602,1.061231094706395,,,,,-0.044919142489105335,-0.053422001053793355,context_plus_motion,context_only
all,regression,epa,ridge_regression,distance_bucket,medium,test,4319,,,,,1.9203895416237537,1.4500177163405483,4319,,,,,1.8772408122734248,1.4309420738054013,,,,,-0.043148729350328985,-0.01907564253514704,context_plus_motion,context_only
all,regression,epa,ridge_regression,distance_bucket,short,test,2038,,,,,2.0424722795644144,1.6334582408614011,2038,,,,,2.0005977790930194,1.5982808722028194,,,,,-0.04187450047139496,-0.035177368658581676,context_plus_motion,context_only
all,regression,epa,ridge_regression,down_bucket,early_down,test,14162,,,,,1.5296171173875568,1.0727822059148098,14162,,,,,1.478603638406817,1.01026303190443,,,,,-0.05101347898073971,-0.06251917401037987,context_plus_motion,context_only
all,regression,epa,ridge_regression,down_bucket,late_down,test,5954,,,,,2.146944222111327,1.6350998918624888,5954,,,,,2.1132254855310513,1.6344757824235183,,,,,-0.0337187365802758,-0.0006241094389705104,context_plus_motion,context_only
all,regression,epa,ridge_regression,field_zone,backed_up,test,11014,,,,,1.6518964071009594,1.1789526184577026,11014,,,,,1.6067330534864872,1.1347473769832535,,,,,-0.04516335361447221,-0.04420524147444915,context_plus_motion,context_only
all,regression,epa,ridge_regression,field_zone,red_zone,test,2754,,,,,1.9236376328992446,1.3682382296724482,2754,,,,,1.881979008208143,1.3282720615942927,,,,,-0.04165862469110171,-0.03996616807815556,context_plus_motion,context_only
all,regression,epa,ridge_regression,field_zone,scoring_range,test,6348,,,,,1.7897518697038752,1.2878094095941615,6348,,,,,1.7464953016799758,1.2417840262532964,,,,,-0.04325656802389943,-0.046025383340865034,context_plus_motion,context_only
all,regression,epa,ridge_regression,pressure_bucket,standard_rush,test,20115,,,,,1.7353083283869646,1.239146849631167,20115,,,,,1.691368342172461,1.1949444377848948,,,,,-0.04393998621450357,-0.04420241184627227,context_plus_motion,context_only
